,Subject,date_published,review_text,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
495,egyptair,2015-01-05 00:10:00,"i i was in milan airport 12pm waiting for my flight to cairo by egyptair flight at 6pm. i've been waiting for my flight until 10pm when the crew decide to cancel our flight to next day at 2:30pm.  they manipulated us for 4hrs until they announced the cancellation of the flight and booked us an hotel 1hr away from the airport. we were at the hotel by 00am and we had to checkout by 11 and take a bus to the airport by 12pm friday for the flight at 2:30pm. the hotel announced that we would have our lunch at 12pm same time of the departure from the hotel and nobody from egyptair showed up, the bus came at 2 and we were at the airport at 3pm where we found there was not a flight at 2:30pm - the next flight was 6pm were fully booked and not enough seats for everyone so we should wait for another plane either at 9pm or 12:10am on saturday. the egyptair representative refused to return us to any hotel and offered me either to wait for a 12:10am flight or he would book an hotel and take next day flight and that was what i have chosen. he refused as is not worth it to stay in hotel for next day while i can wait much longer at the airport for night flight. the flight came at 11pm and ready for take off at 00am, but the flight has been delayed again to 1am. we had the worst plane ever, uncomfortable seats, unwelcomed crews and dirty. the seat even does not lean back. i would give it a zero star but i have to pick at least one. i would not recommend it at all.",Solo Leisure,Economy Class,October 2015,Negative,Negative,Negative,Negative,Negative,Negative,Negative,0
496,egyptair,2015-01-04 00:10:00,"flew egyptair from cairo to barcelona and back, with both sectors operated by boeing 737-800s. first leg was a morning departure from cairo, which is when the majority of egyptair flights to europe leave from terminal 3. be prepared for queues at security and check-in. at check-in requested, and was assigned exit row (extra legroom) seats. onboard professional and attentive crew. passenger passed out mid-flight and this was dealt with in a professional manner. seats comfortable enough. no personal ife, only radio and overhead monitors, so be prepared to take a good book or chat with your neighbor. crew did a drink run in the beginning followed by the lunch service (chicken or meat). meat was served with pasta in bechamel, and one of the better meals i've had with the airline. on-time arrival into barcelona. return there was a 2-hour delay which we were informed of at check-in). passengers were given meal coupons valid at a number of food outlets. flight left 2 hours behind schedule. as this was a flight going from west to east, the winds were with us and flying time was just 3h50 compared to 4h15 coming over. again, pleasant in-flight service and an adequate meal (the hot dish was catered from barcelona and was chicken or beef). egyptair gives 2x23kg baggage allowance. would recommend.",Solo Leisure,Economy Class,October 2015,Positive,Neutral,Neutral,Negative,Positive,Negative,Positive,1
497,egyptair,2015-01-01 00:10:00,"my first time on egyptair from amman to cairo, and will be the last. there was a mass scrum at check in. flight as delayed for 4hrs and we sat on the plane. when one passenger asked why, the stewardess began to shout at the gentleman in arabic. rude flight attendants. old decrepid plane. the cabin safety video did not work.",Business,Economy Class,October 2015,Negative,Negative,,,Negative,,Negative,0
498,egyptair,2015-01-25 00:09:00,"comfortable boeing 737 aircraft in business class, and pleasant crew on my egyptair flight from cairo to madrid. the food choices were adequate and i was pleased with the onboard service. the inflight entertainment was mediocre at best, but luckily i brought my own media along. in summary, i would happily fly egyptair again.",Business,Business Class,September 2015,Positive,Positive,Positive,Negative,Positive,,Positive,1
499,egyptair,2015-01-11 00:09:00,"egyptair is not fit for purpose. they are so laid back, unprofessional and quite rude.  we booked 5 seats round trip sharm el shiekh to cairo. we made sure that our tickets were all confirmed both ways. on our return trip, we arrived at cairo airport, progressed to the check-in desk only to be told that ""the flight was overbooked and there were no seats available"". we were then told to take a seat and someone from egyptair will come to talk to us. the ground crew were not busy at all other than talking rather than focusing on the service that they were meant to deliver. having waited for 20 minutes for a member of egyptair to come and explain to us the reason behind their cock-up and why they allocated our confirmed seats to somebody else, but to no avail. i then approached the check-in desk to enquire why nobody has been to see us. about 10 minutes later someone appeared and came to talk to us. he did not offer any apology or exeplanation why they allocated our confirmed seats to somebody else. clearly this demonstrates the behaviour and the unprofessional conduct of their practice which had become apparent. they compensated us with 3 seats only @ 235.00 le each and they refused to compensate for the other 2 seats, making their own law. i tried to resolve the issue with egyptair, but no one wanted to know and they should be ashamed of themselves.",Family Leisure,Economy Class,August 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
500,egyptair,2015-01-01 00:09:00,"i am one dissatisfied egyptair customer. i booked 2 roundtrip tickets istanbul to cairo on the egyptair website. travel was scheduled for april 2015. because of bombings in cairo, sharm el sheik, alexandria later the week of march 11, my egyptian host and i decided we should cancel the trip since those were our destinations. i cancelled the tickets in the computer on march 16th. i cannot get any response from egyptair even though i have tried for months. don't book your trip with egyptair because if you cancel the tickets for good cause, you will not get any money back nor will anyone from egyptair have the courtesy to answer phone calls and emailed messages.",Solo Leisure,Economy Class,March 2015,Negative,Negative,,,Negative,,Negative,0
501,egyptair,2015-01-24 00:08:00,"we flew egyptair with two 8 month old infants and a 10 year old child. i contacted egyptair to reserve cots for my twin boys and the person i spoke to said it can't be booked over the phone, we need to make sure we there 5 hours before so we can check in first to get the cots. on the day of travel we got to heathrow 5 hrs before departing and checked in first. i asked the man who checked us in if he booked us the cots and he said yes, it's all booked. when getting on the plane to cairo he didn't book our cots and we were on normal seats where we had to keep our twins in our arms for whole flight. when arriving in cairo we were looking for our pushchair, as they said we will get it when getting off the plane, and it wasn't there. so had to carry our twins around for our 2.5 hour transit. when asking ground staff where our pram was, they were rude and said we don't have time to get our pram. finally when getting on our next plane to johannesburg they gave us the right seats but only with 1 cot. they didn't even have baby seatbelts like other airlines. when arriving at johannesburg, again our pram wasn't there when we got off the plane. i will never fly with egyptair again!",Family Leisure,Economy Class,August 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
502,egyptair,2015-01-13 00:08:00,"airport experience was terrible. hassled to make payment to someone who places your luggage on the security belt - this is prior to entering the check-in area. i refused to let him take my luggage and placed it on security belt myself. check-in process was long, but staff were quite helpful in the business/gold class section. finding the lounge was difficult but eventually found it - although the facilities are not to the standard in other airports. aircraft was an ancient small 737-500 with very uncomfortable seats, and a very bad mannered crew. this aircraft was all white and had no egyptair livery. the temperature in the cabin was very hot. food was not nice and the cabin was dirty. heavy delays coming into istanbul due to air traffic. will try to avoid this airline where possible.",Business,Economy Class,August 2015,Negative,Negative,Negative,,Negative,,Negative,0
503,egyptair,2015-01-13 00:08:00,smooth check-in via airport self service kiosk. boarding process delayed and chaotic. passengers mostly unable to follow instructions and place bags in overhead lockers. disinterested cabin staff during the flight. cabin crew not enforcing any safety requirements especially when passengers are opening over head lockers while plane is taxiing. plane was dirty with food remnants and stains on tray tables from previous flights.,Business,Economy Class,August 2015,Negative,Negative,Negative,Negative,Negative,,Negative,0
504,egyptair,2015-01-07 00:08:00,"i flew egyptair 5 years ago and was impressed. this time i was disappointed with the level of services on board, food, and the staff. staff went through the plane before take off casually yelling: belts, belts, straighten your seats. english was not formally used assuming that most of us spoke arabic as our first language, we actually had english only speaking travellers who were not impressed. after serving the first meal, the lights were turned off for 6 full hours. to make things worse, the seatbelt lights were constantly on even though we didn't have much turbulence. people were looking for drinks but staff were not to be found. i finally decided to get up and look for water and found 3 attendants sitting in the back, when i asked for water she pointed at the lights as if i'm to be blamed for getting up after 3 hours of waiting. staff avoid eye contact to avoid requests.",Family Leisure,Economy Class,July 2015,Neutral,Negative,Negative,Neutral,Negative,,Neutral,0
505,egyptair,2015-01-06 00:08:00,"my husband and i were travelling to egypt for a long weekend break. on arriving nairobi airport, there was a 30 minute delay on the flight (acceptable), so the flight was leaving at 8.30 instead of 8.00am. we boarded the flight and by 8.30 we were ready to take off. then there was an announcement that there was a mechanical problem and will be sorted in 5 minutes, those 5 minutes turned into 2 hours and all passengers were getting apprehensive as the crew kept on saying 5 minutes and then we were told to disembark. so everyone got out of the plane and within literally 5 minutes we were all called back on, saying the flight is now ready. we all boarded and guess what sat in the flight again for two hours with the same 5 minute story. at 12.30pm we were told the flight is now cancelled and to disembark again and would be given more information outside. we waited for another 1 hour for our bags and the crew told us that they are trying to get another flight on the same day (saturday) or we wait will monday to fly out as they don't fly on sundays. considering we were coming back on tuesday that was a pointless option, we then spoke to the egyptair nairobi airport manager who said there was no way we would fly on the same day so we had to wait till monday. his assistant told us that there was an ethiopian airline flying in a couple of hours if we wanted to take that and then return with egyptair on tuesday as schedules. they agreed to the same and signed our ticket for a full/part refund. we even double checked with him if we flew with ethiopian airline one way to cairo would egypt air refund our one way ticket - to which he said yes and even spoke to our travel agent on the phone. we then took the ethiopian airlines (paid extra) and reached cairo. its an amazing city with amazing people. on the way back on tuesday, egyptair had cancelled our return so we had to get that sorted and after another 3 hour wait in the flight due to mechanical fault again the flight took off and got to nairobi not forgetting we reached work late on wednesday because of the flight delay. back in nairobi when our travel agent asked for the refund to get sorted from egyptair, it took them a month to reply and they said they will not refund our one way ticket.  this is the most ridiculous customer service we have ever received especially after all the inconveniences caused to us by egyptair. wasted 8 hours at the airport, had to take another flight and spend extra money and not one person from egyptair apologized or even cared. a good number of us used ethiopian airlines that saturday as egyptair promised a refund.  it is the most horrible airline and i would not recommend anyone to travel with it.",Couple Leisure,Economy Class,June 2015,Negative,Negative,,,Negative,,Negative,0
506,egyptair,2015-01-29 00:06:00,seat is comfortable and service was surprisingly good. food was also good. lack of good entertainment and poor pilot announcements is a disadvantage. ground service in cairo airport was nothing memorable.,Family Leisure,Economy Class,June 2015,Positive,Neutral,Positive,Negative,Neutral,,Positive,1
507,egyptair,2015-01-04 00:06:00,i consistently use egyptair to visit family in france and the uk. it is my favourite airline because of the comparatively low ticket prices ability to change route and dates on tickets on even the cheapest tickets (also refundable) booked directly with the airline and the 46kg baggage allowance where other airlines only permit 20kg. the cai-cdg and cai-lhr routes are mostly served by newer airbus 330s which are vastly superior to the old boeing 777s. pay attention to the aircraft type which is displayed when booking on the egyptair site. i would not travel on a 777 with a young baby for instance as there is nowhere to place the bassinet except on the floor by your feet and they do not allow you to bring a car seat. there are also no infant seat belts as they claim these are unsafe. the 330 in contrast is pretty comfortable with a wide choice of inflight entertainment and good leg room in the front row. food is fine. kids meals are larger than the adult meals and are usually pasta with tomato sauce plus grilled chicken breast. adult meals are bread roll plus butter with a main meal of rice plus meat plus sauce. you have a choice of red meat chicken or fish. the dessert is usually inedible and 80s looking. staff have always been polite and accommodating especially when i was flying alone with young children. it is certainly not a premium airline but if cost and flexibility matter to you then i would recommend them for shorter flights. take care always to book directly with them though so tickets are refundable.,,Economy Class,,Positive,Positive,Neutral,Positive,,,Positive,1
508,egyptair,2015-01-31 00:05:00,lhr-cai-jnb and return. both ways the aircraft to and from london to cairo was much newer than that from cairo to jnb and back to cairo. when did they ban smoking on aircraft? the flights from cairo to joburg still had ashtrays in the seats and toilets! the food was awful the worst that i have ever had on a flight from england. the staff were efficient enough but smiles were few and far between. i am going back to turkish.,,Economy Class,,Negative,Positive,Negative,Negative,,,Neutral,0
509,egyptair,2015-01-29 00:05:00,"jfk (ny) to jeddah via cairo on may 26th. i travel every 6 weeks from new york to saudi arabia. this was my first and most definitely the last time on egyptair. unfortunately i have nothing positive to say about this airline. business class seat was ok but the service and food was horrible. if you have flown with premium airlines like qatar and emirates then you are in for a shock. after getting on the plane no one acknowledged or welcomed me during the whole flight. after 20 minutes i was offered a hot ""paper towel"" followed by a choice of orange or guava juice. no one even said hello to me during the whole flight. food was served in a rush. horrible dried out food. no snacks during the flight. bags of nuts were distributed when plane was about to land at cairo. breakfast was worse than the dinner. ife was not good at all with cheap head sets. amenities bag was actually a zip lock bag. my completely unbiased advise - stay away from this airline.",,Business Class,,Neutral,Negative,Negative,Negative,,,Negative,0
510,egyptair,2015-01-27 00:05:00,flew from athens to cairo and back. aircraft i flew one of the very few egyptair planes i have seen which still had the old paint scheme giving you some idea of the age of the plane. inside aircraft upholstery did seem rather old and there were scratch marks on the wings and engines. no inflight entertainment system. food was pretty good and cabin crew welcoming and pleasant. boarding starts 1 hour before take off in most cases so hold this in mind when planning a journey. there was not much room in the seat and i felt cramped. when i transferred to another airline to catch my connection i appreciated just how cramped egyptair was.,,Economy Class,,Negative,Positive,Positive,Negative,,,Neutral,0
511,egyptair,2015-01-20 00:05:00,flight 848 may 13. flight 753 may 16. my recent flights experiences with egyptair business class were very positive. i had much more space and better food than on recent flights with american and ba. all flights were on time and the service was excellent. the flights attendants were positive. both cabins were clean and there were english newspapers/magazines. i watched a total of four recent movies and had no complaints with the entertainment system. additionally there was more than enough food offered during the flight. since i do not drink alcohol i had no issues with their beverage selection. both lounges casablanca and cairo were adequate. i had internet access and a seat. the lounge staff in cai were very nice and i enjoyed a coffee and croissant before departure. the restrooms were clean. my only concern was the boarding process at cai. although check in and security through business class were fairly easy i found the boarding process at the gate very disorganized. just make sure you give yourself plenty of time to get to your gate! once onboard - piece of cake. egyptair offers a strong product at a good rate. i will definitely use their business class for future trips to no africa.,,Business Class,,Positive,Positive,Positive,Positive,,,Positive,1
512,egyptair,2015-01-04 00:05:00,my family flew from toronto to luxor (via cairo) in business class. i was a bit concerned prior to departure after reading some of the other comments from travellers on this site. i must say i was completely satisfied with the service on the four legs of our flight. the planes are a bit old but the service was good. the staff were excellent (especially in luxor). everyone went the extra mile to make our flights as comfortable as possible. this is not a 5 star airline but we knew that before we departed. i think egyptair is a solid airline and worth the cost of the tickets.,,Business Class,,Neutral,Positive,Neutral,Negative,,,Positive,1
513,egyptair,2015-01-10 00:04:00,dxb-cai cai-ssh and return. ms911 dxb-cai was on boeing 777-300 seats are very hard and not comfortable at all flight was full red eye flight food was a tasteless omelette toilets were filthy. crew seemed tired and not interested in their job and didn't follow safety procedures. passengers stood up even before the plane stopped and crew didn't ask them to sit down. cai-ssh was on express brand small e-170 45 mins flight was ok however not fond of leather seats plane was very cold return ssh-cai was same cai-dxb was a better flight not full over night so i slept most of it. food was horrible entertainment was limited however with private screens on each seat but not much choices. crew were ok however still not paying attention to safety procedures plane was taking off and the passenger behind me was talking on her phone. however price was very good. domestic route is very expensive though.,,Economy Class,,Negative,Negative,Negative,Neutral,,,Negative,0
514,egyptair,2015-01-06 00:04:00,toronto - cairo flight 996 march 21. return flight 995 april 4. i fly them almost 3 times a year. this time the airbus 330 was a very old version direct flight of 10.5 hours almost no entertainment - only one tv for each section no phone charger so i had to give my phone to the flight attendant to charge for me. no wifi like most of the airlines. some seats were broken. even the crew were complaining and were apologising.,,Economy Class,,Negative,Positive,Positive,Negative,,,Negative,0
515,egyptair,2015-01-28 00:01:00,ms778 lhr-cai on 2 jan 2015. ms777 cai-lhr 21 jan 2105. airbus 330-300 reasonably clean. with one or two exceptions most of the flight attendants not overly welcoming but did what was expected.,,Business Class,,Positive,Positive,Positive,Neutral,,,Neutral,1
516,egyptair,2015-01-23 00:01:00,amman to cairo and cairo to copenhagen. by far the worst airline i have experienced the flight was delayed from amman with no explanation given. when we finally boarded into the flight the staff did not even smile let alone make conversation with passengers. as a vegetarian i was shocked to know that they have no vegetarian options and the female attendant gave me a dry response by saying that its not their fault that i am a vegetarian. while leaving the plane all the cabin crew did was give passengers an icy stare - no smile or thank you. its such a shame about the cabin crew because the flight was otherwise very clean modern with plenty of legroom and comfortable seats.,,Economy Class,,Positive,Negative,Negative,Negative,,,Negative,0
517,egyptair,2015-01-05 00:01:00,flew london-addis ababa and transited in cairo. the lond-cairo leg was ok the plane on the cairo-addis leg was pretty old and there was no in-seat entertainment system only a rolling film on shared tv sets. neither flight back had in-seat entertainment. on the addis-cairo leg we got diverted to aswan due to sandstorms at cairo. we spent 3 hours in the plane on a taxi-way with virtually no information from the crew. i'd go as far as to say they were rude - they played cards and joked at the back of the plane whilst passenger had to buzz and ask for water. the delay resulted in a missed connection at cairo. we were boarded on another egyptair flight but were given nothing in the way of food etc despite out arrival in heathrow being delayed 10 hours in total. lack of internet access at cairo terminal made it very difficult to make plans for the unexpected late arrival in heathrow (sunday at 10pm). having seen the poor way problems were dealt with on this flight i would not use this airline again despite the relatively low ticket cost. aircraft were also very basic.,,Economy Class,,Neutral,Negative,Neutral,Negative,,,Negative,0
518,fastjet,2021-01-11 00:08:00,it’s nothing too special but it was definitely an affordable price. the inflight food and beverage was comprised of a juice box and bottled water. the customer service is ok. there was in issue with the website where it continually declined my card but it actually charged my card every time i attempted— meaning with four attempts there were $750 in false charges. fortunately the customer service could be reached by whatsapp and they were able to refund me for the imaginary flight bookings.,Solo Leisure,Economy Class,May 2021,Positive,Neutral,Negative,Negative,Positive,Negative,Neutral,1
519,fastjet,2020-01-20 00:08:00,"fastjet cancelled our flights. they refuse a refund and refuse further communication. at first said they would refund taxes, now we cannot get a single response from them after multiple emails. this airline sold us a product, they cancelled.",Family Leisure,Economy Class,June 2020,,,,,,,Negative,0
520,fastjet,2019-01-25 00:04:00,"johannesburg to harare. do not fly this airline. i flew qatar dallas to harare, zimbabwe via johannesburg - us to sa was without incident. instead of picking south african airways for the final leg to zimbabwe i chose fastjet to support my home airline. big mistake. my bags were checked through to harare but while in sa i picked up a few things requiring checking in an extra bag. i paid online to save a few bucks only to get to the counter to be told that i needed to pay an extra r500 because one of the bags i had already checked was not paid for and that they did not code-share with qatar airways. it’s madness and wanting to find ways to scam customers, then they started threatening that they would pull one checked bag if i did not pay extra. the bag was already checked all the way through!  i will use saa instead.",Solo Leisure,Economy Class,April 2019,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative,0
521,fastjet,2019-01-02 00:03:00,"i was supposed to fly from johannesburg to victoria falls. two weeks before flying i received a message that all flights have been cancelled. until now i am waiting for a refund, which i never received yet. don't fly this airline.",Couple Leisure,Economy Class,January 2019,,,,,,,Negative,0
522,fastjet,2019-01-01 00:03:00,"dar es salaam to mbeya. i bought my ticket in october 2018 on the fastjet website. i turned up to fly in february 2019 from dar to mbrya to be told by airport staff that the airline had ceased flying. right up until the day if departure its website still showed the flight as on time. they never even bothered sending me an email telling me they weren’t flying any more! then i sent seven emails and made five phone calls to their office asking for a refund, phone was never answered, emails never replied to. i went to their office this morning and demanded a refund – they now say they will give me my money back in 21 working days time. i will wait to see if it happens. be warned – do not fly with this airline!",Solo Leisure,Economy Class,February 2019,,,,,Negative,,Negative,0
523,fastjet,2018-01-03 00:12:00,"victoria falls  to harare. i brought my ticket receipt to the counter at the airport to check in, the staff told me they couldn't find my flight so asked me to go to the travel agent 200m away from the counter. the travel agent told me fastjet didn't get the money from my credit card so they just cancelled my flight without telling me, and i have the confirmation email shows they got the money and gave me the ticket pdf file. another customer came in too and his flight was cancelled too because fastjet didn't get money too. i needed to pay double price again get on board. the travel agent attitude is pretty bad, she said: lady i am helping you, i am not fastjet."" then i emailed them to ask refund they never response.",Solo Leisure,Economy Class,October 2018,Negative,Negative,Negative,Negative,Negative,Negative,Negative,0
524,fastjet,2018-01-09 00:08:00,"went from south-western highlands town of mbeya to the capital dar es salaam on 8 august 2018. easy to buy ticket online, prices fluctuate a lot. generous hand-luggage (2 pieces) – surprise for an low cost carrier. two days prior departure they change policy and now open up for everybody holding a ticket to check in 1 full baggage free and to be given snacks/drinks for everybody on board. thus, you don’t at all get the feeling of an lcc. homepage and check-in without problems, smooth and generous. the embraer 190 was very nice, new, narrow body aircraft. aircraft loaded with approx. 75% of seats. without requesting i was given a “pay-seat”, no. 12a – a spacious emergency seat. good announcements from captain. this was a midweek morning on a national holiday (nane-nane). however, i was scared of any delays or cancellations as the reviews i could find were few, old, and mainly negative or even very negative talking about customers let down in remote areas. as i had international connections in dar and the transfer time was 7 hours, i eventually accepted the risk of delay as a minor delay would still work. i kept fingers crossed to avoid any cancellation. location of mbeya airport is confusing as there are two airports which both claim the iata code mbi. in reality they use the remote airport of songwe, 21 km from town. nice airport in its simplicity and modesty. they have a smooth shuttle service from town to airport. fas were professional providing soft and hot drinks plus a snack. inscribed luggage delivered within 5 minutes. flight took off 10 min. before scheduled and landed 30 minutes earlier than eta. can’t fault this airline. admitted i might have been lucky as approx. 5% of the mbeya departures says “status unknown”. the reputation that they tend to merge departures could not be verified.",Business,Economy Class,August 2018,Positive,Positive,Neutral,,Positive,,Positive,1
525,fastjet,2018-01-03 00:08:00,"dar-hre (via lun), july 23 vfa-hre, aug 1 hre-dar (via lun), aug 2 after flying 3 times and 5 flights in total within a week with fastjet, i beg to differ from the disappointing reviews here. they are probably justified, but i would like to believe that they are anomalous events in the very good way in which fastjet regularly operates. everything went perfectly well on my flights, we arrived at each destination about half an hour early, the planes were clean, with good leg space, the crew kind and professional, and the ground crew very helpful - to the point of refusing to charge us for our checked bag because we had so many flights with them. the flights went smoothly without glitches. food and beverages need to be purchased, as they must be with all low cost companies, so this was not surprising. what was surprising was that most of the flights had many empty seats. my only issue was that they charged me a hefty fee of over $130 per ticket for the change of flight date, although the planes were half empty. i changed the flights literally 3 hrs before departure because of the post-election situation in zimbabwe. i forgot to even check whether it would have been cheaper to purchase a new ow ticket, instead of paying for the modification, but i was in a hurry to leave harare airport and forgot to ask. i find fastjet no different from any well known low-costs in europe, or from, say, spirit airlines in the us. i fly these very often and know the ropes of how they operate. all in all, a very good experience with fastjet, if i ever come to where they fly again i will definitely use them.",Couple Leisure,Economy Class,August 2018,Positive,Positive,Positive,,Positive,,Positive,1
526,fastjet,2018-01-31 00:07:00,"dar es salaam to kilimanjaro. got to the airport. flight didn’t exist anymore (it had been taken off that days flight schedule) and i did not receive any prior information. obviously gave me a lot of trouble because this was unexpected. don’t get fooled by the price, the risk is too big. choose another airline at all other costs.",Couple Leisure,Economy Class,July 2018,Negative,Negative,,,Negative,,Negative,0
527,fastjet,2018-01-11 00:06:00,mwanza to dar es salaam. the flight never took place. the staff told us to take a flight next day which was not possible for us. still don't get our money back. will never use fastjet again because every time we have big problems.,Family Leisure,Economy Class,June 2018,,,,,Negative,,Negative,0
528,fastjet,2018-01-05 00:04:00,we were supposed to fly on the 16th march with fastjet only to receive few hours before my flight an email saying that my flight had changed to fn 154. the email that i got was not clear at all not stating which flight had changed (no flight number or departure airport was mentioned) so i assumed that the flight on the 16th march had changed. i emailed the airline but had no response back so i had to book another flight from dar es salam to kilimanjaro which cost me the triple of what i had booked with fastjet. i arrived at the airport and went to fastjet desk only to be told that this flight was on time and i was too late (the flight was leaving in 35 min). i showed them the email and they told me that flight change refers to the returning flight. i don't understand how can you change a flight without mentioning the flight number or departure time. my return flight changed from 21:30 to 12:30. needless to say that this flight change didn't suit me at all as i was on a safari and obviously couldn't make it. i had to book another flight coming back with precision air as fastjet didn't offer any other flight times and again the cost was triple. i expected a refund for this inconvenience as it was totally unfair what the airline did and the cost for the other flights that i had to rebook was ridiculous. however none of this happened!,Couple Leisure,Economy Class,March 2018,Negative,Negative,,,Negative,,Negative,0
529,fastjet,2018-01-31 00:01:00,"the flight from kilimanjaro to dar es saalam was on time, check-in was very smooth, pleasant flight, and very friendly staff, including very good safety briefing. similarly, the flight from dar-jro was on time, smooth flight, very friendly and client-oriented staff. on our return flight, klm was approaching jro to land, so we spent few minutes circling around. the captain promptly informed us, and cracked a joke,"" a big bird is ahead of us and about to land, so we need to make way"", everyone laughed which brought for a very good feeling.",Family Leisure,Economy Class,January 2018,Positive,Positive,Positive,,Positive,,Positive,1
530,fastjet,2017-01-27 00:12:00,"kilimanjaro to dar es salaam. fastjet cancelled my flight during the night and i didn't receive any news. when i came to the fastjet office in moshi to ask for the airport shuttle i was told there is no bus and no flight. there was nobody reachable and i had to try to get my connection flight by myself. until now there was no answer from fastjet. nothing. no refund, no email, no call.  there was not even a single hint why they cancelled the flight. better to book with any other airline than fastjet. if you want to throw away your money book with fastjet.",Business,Economy Class,November 2017,,,,,Negative,,Negative,0
531,fastjet,2017-01-18 00:12:00,"dar es salaam to lusaka via harare. fastjet cancelled flight and put me on one 2 days later, without my consent. notified me via sms. i called in 7 times , sent 2 emails and drove to their branch at airport, to get a refund in process. finally received email confirming refund would take 5 to 7 days. been 2 weeks and still no refund.",Business,Economy Class,December 2017,Negative,Negative,,,Negative,,Negative,0
532,fastjet,2017-01-22 00:02:00,"kilimanjaro to dar es salaam. fastjet is a terrible airline. normally my flights are cancelled but i had to go with them as i did not have any other option. i paid for 40k luggage as i did not want any issues, but of course got to the airport and staff were rude as one bag was a couple kg over 20kg whilst my other bag was only 13kg. all up on was under 40kg by a number of kgs. staff were rude with zero professionalism - especially one of the fastjet staff. my two son's flights got cancelled so we're stuck on their way to boarding school. of course the staff of fastjet did nothing. super cheap and nasty airline.",Business,Economy Class,February 2017,Negative,Neutral,Negative,Negative,Negative,,Negative,0
533,fastjet,2016-01-22 00:12:00,"my honeymoon flights from johannesburg to zanzibar was cancelled 2 weeks before the planned flight, with no warning. i got an sms saying that my flights were cancelled and that they have been moved to different dates, 5 days after my initial flight plan. obviously this is completely unacceptable for a flight to a honeymoon destination. you cannot change your wedding date and cannot change expensive resorts bookings which was made months in advance. my whole honeymoon length and location was based around this low cost flight and i will never make the mistake again to use fastjet. i had to buy new flights on another airline for a very large amount, and also depart on a date and time which is not preferred, but the only flights available. i have not received any money back for extra costs incurred from fastjet. only a refund for the flight which is very cheap so worthless. any proper airline has to compensate you for extra cost incurred due to situations which is completely their fault. this is their response: :""we understand that because of the delay there was a negative cost implication on yourself however since delays are possibilities which we advise you of pre-flight, we do not offer compensation or guarantee reimbursements"" i did not even have a delay, my flight was cancelled. they could not even respond personally, just this mass generated email. i advise all other people to avoid fastjet completely.",Couple Leisure,Economy Class,November 2016,Negative,Negative,,,Negative,,Neutral,0
534,fastjet,2016-01-27 00:11:00,"johannesburg to zanzibar via dar es salaam. fastjet is a shocking airline. flew with them to and from our honeymoon destination, they changed the flight times with no warning. the return flight was severely delayed causing us to miss all connections, no communication with passengers at all. also, snack prices are outrageous. the staff onboard were polite and professional. get something more expensive if you want a reliable airline.",Couple Leisure,Economy Class,November 2016,Negative,Negative,Negative,,Negative,,Negative,0
535,fastjet,2016-01-31 00:10:00,"i'm really dissapointed with fastjet. for our honeymoon, my husband and i booked a short trip from johannesburg to zanzibar, from 18-23 of november. we're both very busy so we cannot take more days off or travel on other days. we booked this months in advance. then, last week i got the e-mail from fastjet announcing that our return ticket has been changed from the 23 to the 20 november. at this point, i was already very much disappointed (because we only had a 2-day honeymoon and if i wanted to go away for just the weekend i would have stayed in sa) but fastjet said it was the only option and by now, other tickets were already much more expensive so we couldn't afford anything else. this weekend i got another e-mail, saying the flight had been changed again. we would now depart on the 27 november, 1 week later! and there was not even a return ticket. this was just impossible for us, so we were forced to cancel the trip. unfortunately, because of such a late notice from fastjet, we cannot cancel the hotel reservations in zanzibar anymore. customer service declined my request for a refund of the money which, honestly, is not even close to compensating the disappointment of not having the honeymoon we so much looked forward to.",Couple Leisure,Economy Class,October 2016,Negative,Negative,Negative,Negative,Negative,Negative,Negative,0
536,fastjet,2016-01-14 00:09:00,"my wife and i booked round trip with fastjet from johannesburg to zanzibar because they were the only direct service, so we could avoid immigration/customs and switching flights in dar es salaam (airport hell). a month later, fastjet informed us they were cancelling the segment from dar to zanzibar and would have us change to precision air (a misnomer if ever there was one!) in dar. for the return trip, they were going to shoehorn us into a cessna caravan (what a downgrade from an a319!). instead, i paid for a one-way ticket with precision air to avoid this. the connection in dar on the outbound trip was pandemonium, and the boarding in dar for the return flight to joburg was a comedy of errors and hugely unprofessional behaviour, as the boarding agents engaged in a heated argument in front of all the passengers. despite the fact i had paid extra for premium seats at the front, we were stuck at the back and i had to insist that we be moved to the seats i had paid for. when we left the plane after arrival in joburg, the cabin staff were nowhere in sight, to thank us for flying with them. in short, hell will freeze over before we go near fastjet again!",Couple Leisure,Economy Class,September 2016,Positive,Negative,Negative,,Negative,,Negative,0
537,fastjet,2016-01-12 00:08:00,"victoria falls to johannesburg. the flight was really calm and well organized. actually it was faster than originally planned. well, what do you need from low fare flight? get to final destination as soon as possible, feel comfortable and safe and pleasant cabin crew. in my case, all listed met my expectations and i was really satisfied with all. thank you fastjet, you were valuable part of my lifetime trip!",Solo Leisure,Economy Class,August 2016,Positive,Positive,,,Positive,,Positive,1
