,Subject,date_published,verified,review_text,type_of_traveller,seat_type,route,date_flown,value_for_money,recommended,aircraft,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity
76,south-african-airways,2017-01-17 00:11:00,False,"Johannesburg to Lusaka. To be fair, most of the time SAA flights are above average. This time round was not one of them. My Qatar Airways flight was delayed in Doha, I spent over two hours on my mobile trying to change my flight for the next day, can't wait to see the bill, and nothing was resolved. I spoke to four different people, each time having to start at the beginning of my story, only to be told I have to visit an SAA office. Pretty hard when you are in Doha and they don't have an office there. At the end it cost me the same price as the ticket to have it changed once I got to Johannesburg airport. Once on board we taxied to the runway only to turn back and park for close on three hours due to a technical fault - we were not allowed to disembark. As I said, to be fair, this is the first delay I have encountered after 40 or so flights.",Solo Leisure,Economy Class,Johannesburg to Lusaka,November 2017,1.0,yes,A319,2.0,4.0,3.0,1.0,,
77,south-african-airways,2017-01-25 00:10:00,True,"SA378, 11 Oct 17, Cape Town to Johannesburg. Nice presentation + ample food. Scrambled eggs tasted like powdered eggs - bland, the rest was tasty. May I suggest that Cabin Services introduces warm bread-rolls on all its flights (Domestic, Regional and International) which is almost standard on all Asian carriers and on BA International. Its the little attention to detail that passengers appreciate. Nothing worse than eating fridge cold bread wrapped in a plastic packet. Check In staff in CPT not overly friendly or welcoming - maybe because of the 04H30 check in? Flight Attendants very friendly. Purser was very attentive. New interior on A320 beautiful. SA190 / 11 Oct 17, Johannesburg to Mauritius. Lunch meal (Fish option) was bland, boring, lacking in flavour and colour. Cold bread roll as above. Lots of drinks on offer. Flight attendants on this flight friendly. Lady Purser was super friendly. One attractive YC FA was abrupt, unsmiling and didn't look like she enjoyed her job. Also noticed many elderly and over-weight crew? Does SAA still apply the BMI weight to height ratio as some airlines? Aircraft A340-300 cabin looked tired with old unresponsive PTV's and in need of refurbishment. Glad it was only a 3H30m flight. SA191 / 22 Oct, Mauritius to Johannesburg. Dinner service (Chicken option). Very nice (warm bread roll would have added an extra touch). Entire crew on this flight very professional and friendly, especially the Business Class stewardess who went out of her way to talk to and offer my American seat mates on honeymoon (New York bound on SAA that night) a bottle of MCC champagne. They were super impressed and the lady is a true asset to SAA. New A320 interior very attractive. SA375 / 22 Oct, Johannesburg to Cape Town. Dinner service (Chicken curry option). Excellent meal and yummy dessert. Very bland and boring starter. No bread roll with this meal which was OK. Same friendly Purser as on SA378 / 11 0ct 17. Male crew member serving Business Class had a great sense of humour. This crew worked as a Team, with all four crew members helping each other in YC. Old A320 cabin looked tired. All boarding Gate staff were friendly in CPT, JNB and MRU.",Solo Leisure,First Class,Cape Town to Mauritius via Johannesburg,October 2017,4.0,yes,"A320, A340-300",4.0,4.0,3.0,3.0,3.0,
78,south-african-airways,2017-01-19 00:09:00,True,"I fly South African Airways fairly regularly, but I must say SA77, Windhoek to Johannesburg, 12 Sep topped it. The crew we had on this flight made all the difference. Well coordinated, a CSD that had the flight and crew firmly under control, anticipated client needs well and had a good sense of humour. Good job SAA.",Business,Business Class,Windhoek to Johannesburg ,September 2017,4.0,yes,A320,5.0,5.0,5.0,3.0,,
79,south-african-airways,2017-01-14 00:09:00,True,"SAA is randomly putting me and my wife in terrible seats, even if I have previously booked my seats. It's my fifth trip with SAA this year, 4 from and to Sao Paulo and Johannesburg, and today we are flying from JNB to Mauritius and the same situation happened again. They just don't care about customers, if the flight is empty, they just cancel the flight and put the customers from 2 or 3 empty flights in one full flight, giving random seats to me and my wife, and you just say that flight is full. I was previously checked in seats 14D and 14E, which was 3rd row in the aircraft map; and my new boarding pass is row 71, because the computer randomly put me in row 47 in between 2 other people. And the excuse is the same, that the flight was cancelled, but you can check same flight number in both boarding passes. It is not the first time, and the other times were far worse, because when we buy from partner airlines, you don't even give the option to choose the seat, even if you call SAA or the partner airline.",Couple Leisure,Economy Class,Johannesburg to Mauritius,September 2017,2.0,no,,1.0,1.0,1.0,1.0,1.0,1.0
80,south-african-airways,2017-01-19 00:08:00,True,"East London to London via Johannesburg. Really impressive service on SAA to deal with a late departure on a domestic flight by an hour with an already tight connection onto a long haul flight from Johannesburg. On boarding and making the cabin crew aware of my concern, they smiled and reassured that I would make it no problem. This was confirmed when the captain announced during his pre-take-off message that he was aware of a passenger connecting to London, (and some others onto Munich), that he had alerted this to the ground staff in Johannesburg, and that there would be staff waiting at the gate on arrival to whisk us through to the connecting flights - exactly that happened! It was a pleasure to see everything work as promised, and took the stress out of a worrying situation. SAA must be commended (somehow despite their near bankruptcy - but that is another story!) for offering generous food and alcohol (giving two bottles of wine instead of one; two liqueur miniatures etc) on their flights - a notable contrast to their two competitors Virgin and BA on this route where cost cutting is so obvious. Cooked breakfast and three dinner options still offered, and flight attendants that enjoy their jobs and want to serve their customers. Only gripe was on boarding on the return at LHR, five people were struggling to locate their seats (a family had been split up across the totally full plane), and no staff were present or visible to assist - they all were in the galley before takeoff chatting, and when I went back to let them know if someone could assist they looked irritated... Small blemish though on 4 very good flights. My luggage on the return was not on the belt in Johannesburg - after a worrying 15 minutes, the baggage enquiries desk confirmed it had mistakenly been transferred onto my next flight, and it was there at my final destination. Keep in up SAA!",Solo Leisure,Economy Class,East London to London via Johannesburg,August 2017,4.0,yes,Boeing 737 / A330,4.0,4.0,4.0,5.0,4.0,1.0
81,south-african-airways,2017-01-10 00:08:00,True,"Johannesburg to Maun. Callous treatment of 78 year olds disabled persons needing walking canes. Booked tickets 9 months ago to select seats 6A/B. Airline changed seating over time even after gaining boarding pass to end up in the last 2 double seats in plane with no overhead locker. Requested pre boarding but only got pre boarding onto bus. Staff at bottom of stairs to the plane refused to help with hand luggage as ""passengers are supposed to carry on the own hand luggage"". Ended up last passengers on plane with overhead lockers full and ours filled with emergency equipment, Cabin staff and the back door refused to help as she could not leave her position, so ended up with very cramped seating.",Couple Leisure,Economy Class,Johannesburg to Maun,July 2017,1.0,no,,2.0,1.0,,1.0,,
82,south-african-airways,2017-01-03 00:06:00,True,"New York JFK to Johannesburg. Cabin staff was an absolute pleasure, attentive and very professional. The business class cabin is quite modern and comfortable, I'd rate the food pretty okay, so I'll definitely be flying SAA more frequently, although I'd really appreciate some wifi connectivity - it's 2017 SAA.",Business,Business Class,New York JFK to Johannesburg,May 2017,4.0,yes,,4.0,5.0,4.0,4.0,4.0,1.0
83,south-african-airways,2017-01-29 00:05:00,True,"I greatly regretted booking my flight from New York to Madagascar on South African Airways. While this was the most direct route, the headaches and hassles associated with South African's booking system and web services were extensive. As a result, we spent hours trying to do such simple tasks as obtain seats, and had to spend 2 lengthy sessions on the phone with customer service, only to arrive at JFK with the problems unresolved. It is a pity that one of the leading carriers of Africa cannot run a basic website. They claimed our credit cards had been declined but on checking with the bank, there was an ample credit line and no record of any related transaction. Nor was the information concerning excess baggage relevant or accurate. Way too stressful a way to approach a 20 hour journey. Two thumbs down.",Business,Economy Class,JFK to TNR via JNB,May 2017,2.0,no,,3.0,2.0,3.0,2.0,2.0,
84,south-african-airways,2017-01-22 00:05:00,True,"There are only 2 airlines flying within South Africa that have Business Class: BA on old B737s and South African Airways on multiple types of aircrafts. Between Cape Town and Johannesburg, I always choose SA because a lot of flights are on wide body jets. On this trip, I was lucky to get a brand new A330, with the new lie-flat business configuration. It cannot get better on a domestic flight: full bar, 3 course meal, and very private seating. The crew provided a great service and were very proud of the new aircraft.",Solo Leisure,Business Class,Cape Town to Johannesburg,May 2017,4.0,yes,A330-300,5.0,5.0,5.0,3.0,,
85,south-african-airways,2017-01-22 00:05:00,True,"Perth to Cape Town via Johannesburg. I am so disappointed with SAA, I will never fly with them again. Horrible customer service and even worse I was not seated in a row with the kids (3 kids), thankfully I was changed after kicking up a storm and refusing to sit through a 13 hr flight with 3 seats and someone sitting next to us in the row as well. They eventually told me that I had to pre select the seats although every time I went online it said seating to be selected 3 hours prior to departure. when we arrived to Johannesburg we missed our connecting flight to Cape Town because the flight was delayed in Perth, we had to wait 7 Hours for the next flight because there were no seats, and then to top it off we were offered nothing in the way of the guest lounge or food vouchers. It was actually beyond ridiculous. On the way back we arrived to Melbourne only to be told all our luggage had been misplaced and they had no idea where it was. We received our luggage 2 days later, it was left outside of our house. Also whilst on all of the flights my 5 yr old daughter got nothing to eat. The agent never requested a child's meal which I understand that was his mistake although they didn't even offer my child an adult meal, on every single flight they had nothing for her, why they didn't request the child's meal after the first flight I have no idea. They also gave my nearly 2 year old food for a 6 month old for the infant food. My travel agent has requested an explanation from SAA and so far (after 2 months) have only said sorry and attached their terms of conditions which don't answer a thing as their explanation. The travel agent is offering us a store credit as he feels bad about what has happened.",Family Leisure,Economy Class,Perth to Cape Town via Johannesberg,February 2017,2.0,no,,1.0,1.0,1.0,1.0,2.0,1.0
86,south-african-airways,2017-01-22 00:05:00,True,"Johannesburg to Durban. I have always preferred using South African Airways for flights within South Africa but this flight has been very disappointing. I was traveling with my 5 year old daughter alone and coming after a night with very little sleep and a day of continuous flying a flight on time would have been much appreciated, but that was not to be we stood in line at the embarkation gate for over half an hour with no explanation on the delay and no estimated time of departure. My little one needed to go toilet and I tried to get any information on the tine without an answer so I had to get her out of line and take her to toilet losing or spot and ending up at the back of the line. When we board I find out that we had been seated separately and not one of the flight attendants tried to explain to passengers to help us sit together the little girl was crying quietly seated next to a strange woman. I will think twice about flying on this airline again.",Family Leisure,Business Class,Johannesburg to Doha,May 2017,3.0,no,A320,3.0,1.0,1.0,1.0,,
87,south-african-airways,2017-01-13 00:04:00,True,"I flew with South African Airways on the 13 January 2017, from Perth to Johannesburg. The staff looked smart and they were friendly. The seats looked old and dirty, but had decent legroom. The food was great. The IFE wasn't too good. The headphones were very tight and the one side wasn't working.",Solo Leisure,Economy Class,Perth to Johannesburg,January 2017,4.0,yes,A340-600,4.0,5.0,4.0,4.0,2.0,
88,south-african-airways,2017-01-09 00:02:00,True,"Windhoek to Hong Kong via Johannesburg. As SAA Voyager member of many years I find that my miles and being a member of this club hold very little to no privileges. This is reflective in how hard it is to even contact somebody at the airline as the phones just ring - I have to employ a travel agent to do this. The bad experience already starts in Biz Class Lounge in JNB - hopelessly overfilled, poor selection of food and drinks and they run out of ice. No departure anouncements. We get onto the aircraft, we find that my wife's seat belt installed incorrectly very much to her discomfort which they could not fix. The electronics in my seat played up which they could not fix either. On the flight to Hong Kong the temprature setting was far too high and cabin staff ignored the request to lower it. The food selection was bland and of very poor quality. No selection of newpapers or magazine - the racks remained empty on both flights. On the return flight my inflight entertainment system broke down in the middle of the movie I was watching. They could not fix. Overall the seats in business class are worn and and the same applies to the blankets and bed mat that cabin crew hand out. After dinner service the Cabin Crew is nowhere to be seen  - when I went behind the galley where the door to the cockpit is siuated I actually found a signboard which read ""Silence Cabin Crew resting"". The airline has been plagued by politcal interference, lack of funding and management - this has also become clearly evident in the passenger flying experience.",Couple Leisure,Business Class,WDH to HKG via JNB,January 2017,1.0,no,A340,1.0,1.0,1.0,1.0,1.0,
89,south-african-airways,2017-01-26 00:01:00,True,"I have flown with SAA every year for the last 3 years between London and Johannesburg, and I am normally pretty relaxed with not having the best travel arrangement as I know things happen and go wrong, and you can’t blame the airline. But 3 flights in a row I have had the worst customer experience, and what pushed it over the edge was my flight being cancelled 2 days before Christmas. They knew the flight would not take off from Heathrow when I checked in at 5pm but checked all their passengers in without telling them the flight had been cancelled, and only when they were at the gate ready to board did they inform everyone the flight was cancelled. They gave us an empty promise of EU compensation which they fully knew didn’t apply to the situation we were in, which we all found out afterwards when we tried to receive compensation for the delay. If they had told me when I had checked in at 5pm I could have made alternative arrangement to fly back to SA without missing my connection flight, but they made sure we were all checked in and couldn’t catch any other flights out and only told us the flight was cancelled at 8:30pm. Long story short it was shocking customer service, with very little help and assistance, and ended up costing me £300+ extra to pay for accommodation and changing flights to get home on Christmas day, more than a day later then I should have arrived home. SAA have taken no accountability for the lack of service and communication and refuse to reimburse me for part of my costs incurred. I have been a loyal SAA voyager member for over 20 years, as I want to support my home airline. But I can quite honestly say I will never fly SAA again.  And for the amount of money paid for the tickets the quality of the aircraft, service and food is acceptable. I paid £1500 to fly economy, with a TV that didn’t work, food that was disgusting, no charging dock for my phone, and a very disappointing before and after customer service.",Solo Leisure,Economy Class,London to Johannesburg,January 2017,1.0,no,,2.0,5.0,2.0,1.0,1.0,1.0
90,south-african-airways,2017-01-26 00:01:00,True,"Early morning flight from Dakar to Johannesburg. The aircraft came from Washington, and a new crew took over. The seats are beginning to show their age, but are still very comfortable (they provide you with a mattress, a duvet and an oversized pillow). The configuration was 2-2-2, but I heard that in the new aircrafts it is 1-2-1. The crew did a fantastic job, especially during the emergency landing in Accra to evacuate a passenger who had a stroke. They were very professional and friendly. However, as usual, the meals are nothing special and SAA should really look at the quality of their catering. Overall, a great flight thanks to the outstanding crew.",Business,Business Class,Dakar to Johannesburg,January 2017,3.0,yes,A330-200,5.0,5.0,2.0,3.0,4.0,
91,south-african-airways,2017-01-20 00:01:00,True,"Overall, a pretty good flight from Johannesburg to Dakar, although the seats were old (first seat did not recline, second seat the audio was not working, and the third seat was finally OK). However, they are very comfortable and a mattress and duvet are provided. The crew were very friendly, but as usual the service was rushed: five minutes after serving the cocktails, they showed up with the starter, followed by the main dish another 5 minutes later, it would be nice if they would let the customers relax, especially if the business cabin is less than half full and the flight departed at 7pm. On an 8.5 hour flight, no second service was provided which is poor. Was it worth the €2500 fare? No. The friendliness of the crew and the amarula saved the experience on SAA.",Business,Business Class,JNB to DKR,January 2017,3.0,yes,A330,5.0,5.0,2.0,3.0,3.0,
92,south-african-airways,2017-01-04 00:01:00,True,"South Africa is a wonderful destination if you avoid OR Tambo International Airport, Johannesburg. SAA staff, particularly in the business class lounge, were rude and incompetent. They could not explain the layout of the airport, an important skill one would assume when the airport has no maps and the point of departure for Flight SAA 280 changed back and forth from Gate A15 to A01 to A18, a journey of several hundred metres through and around retail outlets. After several delays we were allowed to board the aircraft only to discover that the baggage handlers had loaded the stowage bins for the forward compartment into the rear of the aircraft and vice versa, not a comfortable mistake when the aircraft is facing a 10 hour flight over the Indian Ocean. The skipper explained to the hot, tired and thirsty passengers that the reshuffling of the containers would take 10 minutes, in fact it took 40, and to add insult the only in-flight entertainment was a tumbling kaleidoscope of photographs, projected on small screens, of apparently happy and competent ground staff.",Solo Leisure,Business Class,CPT to PER via JNB,December 2016,1.0,no,A343,2.0,2.0,1.0,1.0,2.0,2.0
93,south-african-airways,2017-01-03 00:01:00,True,"JNB-VFA-CPT. Not problem of the airline but getting through immigration at JNB is a hustle. Airplanes were clean and new. Going to VFA we had 20 min delay and returning we had 1 hour and half delay. Service was good and if you ask they bring you pillow and blanket. Food was great also, in the international and in the domestic service. E-check in was 24 hours before flight time but in the domestic flight you could not change seat selection. Seats were comfortable and seat pitch was great. Overall a good experience.",Couple Leisure,Economy Class,JNB to CPT via VFA,December 2016,3.0,yes,"A320, Boeing 737",5.0,5.0,5.0,5.0,4.0,
94,south-african-airways,2016-01-29 00:12:00,True,"Perth to Johannesburg with South African Airways was my worst business class experience. Seating ordinary and food diabolical with no real choice. 11 hour flight and no snacks available, despite raising the issue twice. Unfortunately I have a return flight booked in a few weeks. Not looking forward to it.",Business,Business Class,PER to JNB,December 2016,1.0,no,,1.0,2.0,1.0,1.0,,
95,south-african-airways,2016-01-20 00:12:00,True,"Durban to Johannesburg. South African Airways aircraft might be a bit older but they are clean and comfortable. Ground staff seem knowledgeable and friendly, while flight crew are courteous and quite personable. Food is a bit amateurish, but what do you expect from short domestic flights? For someone like me, who correlates domestic flying to a form of torture due to years of flying with airlines in the US, SAA will revive your belief in the joy of flying, regardless if they are domestic or international flights.",Couple Leisure,Economy Class,DUR to JNB,December 2016,4.0,yes,A320,4.0,4.0,2.0,4.0,,
96,south-african-airways,2016-01-03 00:12:00,True,"New York JFK to Harare return via Johannesburg. One of the worst travelling experiences I've ever had. On my leg from JFK to Johannesburg , the entertainment system on my seat was not working. I had to spend the flight with no TV while everyone else around me enjoyed their entertainment systems. When asked, the air hostess stated she had attempted to reset the system but failed and since she was not an engineer, there was nothing else she could do. I asked if I could be moved to different seat, but that could not be accommodated. One my flight back to JFK, the airline lost 1 of my 2 suitcases. The suitcase literally vanished into thin air and has not been able to be traced. I called the airline for 2 weeks straight with no one able to give any information regarding my bag. I literally called SAA at least 50 times, each time getting a different service agent who was less helpful than the last. This trip was an absolute nightmare - I'm still missing my luggage and have not been compensated for it. Not a single person from SAA has contacted me and they have the worst customer service imaginable.",Solo Leisure,Economy Class,JFK to HRE via JNB,November 2016,1.0,no,,2.0,2.0,2.0,3.0,1.0,
97,south-african-airways,2016-01-20 00:11:00,,"New York to Johannesburg with South African Airways. The legroom on our 15 hour flight was excellent. The crew were the friendliest I have experienced. The flight left and arrived on time. On the southbound flight, the audio was not working, the window had so much condensation I was unable to enjoy the views and the window shade was filthy. However the route map kept me entertained. We were well fed. A generous lunch; stroganoff, pasta salad, cheese, cheesecake and a snickers bar. Excellent. Halfway a smoked chicken sandwich and a pre-landing cheese pancake breakfast with fruit, yoghurt and a croissant. The positives offset the negatives and the time passed by. I was able to sleep a little. Overall, I enjoyed the flight and the fact that we flew nonstop. We saved over 10 hours by doing so. On our return flight, the entertainment worked on my row but not in the row behind me where my friend was sitting. Also a wonderful friendly crew. We left on time and arrived 40 minutes early. I enjoyed both flights and was impressed by the legroom, the food and the crews. However flying out of Johannesburg, they are fussy with luggage weight. We were 2.5 kilos overweight on one suitcase and the check in agent made a fuss about it asking me why I had so much stuff. When I told her I would pay for the excess luggage she told me she did not know how to calculate the extra fee. She told me I would be excused this time.",Couple Leisure,Economy Class,JFK to JNB,October 2016,5.0,yes,A340-600,5.0,5.0,5.0,5.0,1.0,
98,south-african-airways,2016-01-18 00:11:00,True,"Perth to Johannesburg flying on 1 September 2016 was cancelled and chaos followed; no-one at the airline knew what was going on. Eventually we were told that we would be checked in at a hotel for the night. We had to cart our luggage for the best part of 500 metres to wait for the bus in the cold of the night. We waited for 45 minutes. Naturally, as the substitute flight did not take off until 1600hrs the next day, we lost our connection to Cape Town and one night accommodation at the Table Bay Hotel at the Waterfront. In addition we lost half a day's tour of Cape Town. The worst part is that we had pre-paid for our seats as we wanted to have a window and aisle seat at a cost of AUD$66. When we checked in on the substitute flight to Johannesburg we were allocated the middle seats - the very ones we were trying to avoid originally. We complained to SAA by sending several e-mails to its customer service from 28 September 2016 but to date, silence prevails. The mission statement of SAA was that it cared for its customers first and foremost. We certainly do not believe in it.",Couple Leisure,Economy Class,PER to JNB,September 2016,2.0,no,A340,3.0,3.0,3.0,2.0,1.0,
99,south-african-airways,2016-01-31 00:10:00,True,"Windhoek to Johannesburg (SA73) with South African Airways in economy (Star Alliance Gold member). I experienced the most appalling behaviour of a flight purser in 40 years of travelling by air. Despite the fact that the cabin was less than half empty, this employee offended not only me but a myriad of other passengers by not even considering using her discretion to allow a second piece of hand luggage (consisting of expensive camera equipment) onboard. This resulted in a major inconvenience, as I had to – instead of remaining in transit - go through immigration in Johannesburg (a queue miles long), pick up my second hand luggage from the carousel, go through immigration and security again (another mile queue) to catch my connecting flight to Nairobi (SA184) at such a tight timeframe that I almost missed it. In the light of this experience I, as a frequent and mostly premium class traveller (Star Alliance Gold and OneWorld Platinum/Emerald) and travel agent, will not only no longer consider SAA for any of my future travels, but as the owner of a travel agent I will also strongly advise all my clients to avoid flying SAA.",Solo Leisure,Economy Class,WDH to JNB,October 2016,1.0,no,Boeing 737-800,3.0,1.0,,3.0,,
0,south-african-airways,2016-01-21 00:10:00,True,"Johannesburg to Durban. The service was really good, it was my first time flying business class and the purser was fabulous. It wasn't the new A320's as I had expected but it was really comfortable and clean, they had a option of continental breakfast or a fruit platter which looked really good but I just wanted something to drink as I just got off another flight. Left ahead of schedule and arrived early. Short flight, but the service was excellent and boarding was really fast and the gate staff was friendly.",Solo Leisure,Business Class,JNB to DUR,October 2016,5.0,yes,A320,4.0,5.0,3.0,5.0,,
1,south-african-airways,2016-01-21 00:10:00,True,Johannesburg to Dar Es Salaam return. From time of boarding until we landed on both legs service was really great. I was lucky enough to have a row to myself but seats and leg room very comfortable and I am not a small person. Food was standard economy class fare but not unpalatable. FA's were excellent with service throughout the whole flight and had some very difficult passengers to deal with. I would fly again on SAA.,Business,Economy Class,JNB to DAR,October 2016,5.0,yes,Boeing 737-800 / A320-200,5.0,5.0,4.0,5.0,3.0,
2,south-african-airways,2016-01-19 00:10:00,True,"Easily the worst airline I have flown. My flight from JFK to Johannesburg was fine. Food was airline food. Seats were uncomfortable, but I flew economy so can't complain too much. The worst was I landed in Johannesburg and customs took 2 hours. SAA only booked me for a 2 hour layover before I would have to fly to Cape Town. I also asked customs and it usually takes at least 1.5 hours to get through customs. I ran to baggage where they told me they would hold the flight for me. When I arrived at the gate, the plane was gone. After I missed my flight I went to customer service to get the next flight out, but they would not change my ticket for free. They charged me over $600 for a new ticket. Obviously I was furious when I was told this happens all the time. It's a scam. The original flight is cheaper because they know you won't make it through customs in time, then you will have to buy a new ticket at 5x the cost. To make things worse, as I was getting my bags, I got talking to a person in line, and he told me he was on my two flights and SAA changed his tickets for free. The only difference between us was our skin complexion. Since I has already bought my $600 ticket to Cape Town, it wasn't worth making a stink at that point. I figured I'd enjoy my vacation then voice my opinion. Moral of the story, do not let SAA give you a 2 hour layover if you have to go through customs.",Family Leisure,Economy Class,JNB to CPT,October 2016,1.0,no,,1.0,2.0,1.0,1.0,2.0,
3,south-african-airways,2016-01-11 00:10:00,,"Firstly the flight SA237 on 6 October London to Johannesburg was cancelled due to technical faults. Check in counters were not open, and each staff member gave passengers different information. Some passengers luggage was booked in, some not. Some given boarding passes for connecting flights some not. Eventually we were sent off to the Sofitel Hotel. Told to be back at 6.00am, only to find 2 SAA staff on duty. The flight departed late SA9237. Breakfast was served, then crisps but no beverages about 4pm and dinner at 7.30pm. We arrived in JHB too late for connecting flights, to be met by rude, impatient SAA ground staff at OR Tambo. No customer service here. My luggage had not even left LHR. Sent off to the Premier Hotel, which needs a serious upgrade. We arrive back at OR Tambo the Saturday morning and SAA check in counter staff did not know anything about ""extra"" connecting passengers. Then we eventually board the flight JHB to CT, SA323. We sit in the plane for 55 minutes after scheduled take off time, before the captain announces a delay due to conveyer belt in domestic terminal not working, emphasising that it is ACSA's fault not SAA. I eventually get to Cape Town on Saturday afternoon without my luggage. SAA make contact on Saturday informing me that the luggage will leave LHR on Sunday night. I called CT airport Monday and collected it Monday evening. I fly the CT-JHB-LHR return route every 6 weeks and have noticed drastic decline in customer service and also the tardy state of aircraft. My inflight entertainment had no sound. I have flown British Airways 3 this year and was very happy with service, so even though I want to support the National carrier, SAA you making the choice for me.",Business,Economy Class,LHR to JHB,October 2016,2.0,no,A340,2.0,1.0,1.0,1.0,1.0,
4,south-african-airways,2016-01-22 00:09:00,,"Johannesburg to London Heathrow. This was one of the most miserable flights I have ever taken. The aircraft looked run down, my IFE had no sound (so, in essence, I could play solitaire for the 11 hour flight) and the apparatus under my seat that contained the life vest kept falling onto my legs. Combine that with terrible food (I took Delta over to South Africa and the food blew SAA's away) and a 2 hour delay due to a faulty wing light, change in runway usage and ATC delays because ""too many planes were headed north from JNB"" (which other direction do most flights from JNB go?) and I was not pleased. Plus the use of remote stands for too many flights made the ""basement"" gates at JNB overcrowded - not a pleasant experience. Will avoid SAA for future long haul routes. Cabin crew was OK except they did not comet through the aisles at all overnight with water or anything and then one FA in particular put his arm up to prevent economy passengers from deplaning before ""premium"" passengers (his word) even though we were 2 hours late and most people (myself included) had very, very tight connections to try and make in LHR.",Business,Economy Class,JNB to LHR,September 2016,2.0,no,A330,1.0,2.0,1.0,1.0,1.0,
5,south-african-airways,2016-01-09 00:09:00,,Livingstone to Johannesburg. The customer service is not just poor - it is non-existent. I have been trying to make a simple request to locate a lost article but this seems beyond the capability of SAA to even direct me to the right department. I have spend hours and not insignificant money on international calls to SAA and they keep just passing me on to another department who often denies it is their responsibility or they simply never answer the phone. Their Customer Service phone number results is a very very long menu system where none of the options are what I want. And choosing one of the option results in no answer. This is an appalling company - if you need to contact their Customer Service - forget it - they are useless.,Solo Leisure,Economy Class,LVI to JNB,August 2016,1.0,no,,3.0,3.0,3.0,1.0,3.0,1.0
6,south-african-airways,2016-01-05 00:09:00,,"As a family we travelled from London to Cape Town via Johannesburg return with SAA. We live in the UK, but thought we would support our home country's air carrier. Never again! Delays all round for us and I have heard many other complaints regarding delays with SAA. Not enough meals were provided (had to make do with vegetarian option). Why are old, uncomfortable planes used for long-haul flights? In-flight entertainment sound quality very poor so had very boring flights. I must add that the ground crew and on-board SAA crew were very helpful and it's a pity that they are so good and the airline itself is so bad. Taking away the direct flight from London to Cape Town makes it a very tiring commute. Why was this done? And to top it all I received an email from SAA asking for a review. I filled it in, but when I tried to send it I got this message ""error occured"". From now on I will use British Airways.",Family Leisure,Economy Class,LHR to CPT via JNB,September 2016,1.0,no,Airbus,1.0,3.0,1.0,3.0,1.0,
7,south-african-airways,2016-01-01 00:09:00,True,"I travel from New York JFK to Johannesburg at least once a year. For the last 10 trips I have flown non-stop with South African Airways. We usually travel in a group of 4 people. This has proven to be the best flight, with comfortable seats, good service and inflight entertainment. The staff has always been available to help, whether with late night food, extra pillows, a change of seats etc. We have tried 2 other airlines who fly this route, but SAA is the best.",Business,Economy Class,JFK to JNB,February 2016,4.0,yes,,4.0,4.0,4.0,4.0,4.0,
8,south-african-airways,2016-01-25 00:08:00,True,"Johannesburg to London with South African Airways. The flight was excellent, the inflight entertainment was good and even the food was acceptable. However, the flight attendants were the most miserable bunch I've ever met. I was sat next to one as I had an exit row. I smiled and said hello when they first came to their seat and got no response. Even later in the flight when they came back, I got nothing. I presume something must have gone wrong for them - they did all look exceptionally tired. It's a shame as other SA Airways flights were good with no staff issues.",Family Leisure,Economy Class,JNB to LHR,August 2016,5.0,yes,A330,5.0,1.0,4.0,5.0,5.0,
9,south-african-airways,2016-01-25 00:08:00,,"Johannesburg to Frankfurt with South African Airways. After checking in for this flight, the 279 passengers were informed it was delayed to the next morning at 07:00h. All passengers were managed by 3 employees of SAA. We were put up in the Southern Sun Hotel. Airport Shuttle has a 14 seat capacity. By the team I reached Frankfurt at 18:00h the following day my transatlantic connection to Toronto was long gone. I was put up in the airport hotel in Frankfurt and rebooked to Canada the next morning. Reached Sudbury after a 60h trip. On the same trip, my return flight SA208 Washington to Johannesburg was also cancelled due to technical issues. I was rebooked with British Airways via London - by that time SAA must have realized that they are not able to fly passengers - never again.",Business,Economy Class,JNB to FRA,August 2016,1.0,no,A340,1.0,1.0,1.0,1.0,1.0,
10,south-african-airways,2016-01-21 00:08:00,True,"London Heathrow to Johannesburg with South African Airways for the first time. The entertainment system didn't work the whole journey (11hrs flight), the food had no choice by the time it got to my row, it was very cold. I normally travel with Emirates as last minute booking but I thought I would try South African which has left me completely in shock. I paid a lot of money for this service and the same problem on my way back to London. Very disappointed and would never use again.",Business,Economy Class,LHR to JNB,August 2016,1.0,no,,1.0,2.0,1.0,1.0,1.0,1.0
11,south-african-airways,2016-01-19 00:08:00,,Johannesburg to Cape Town. Boarding was not good. Very steep stairs and no control by staff. Seating was comfortable. Drinks were nice. I was surprised that some passengers were given 3-4 small bottles of wine each. Food was nice. Disembarking was quick. Cabin staff were a bit abrupt and showed annoyance with some passengers. What puzzled me was how people ignored warnings about mobile phone use and kept using them during takeoff and landing. No communication from the cockpit and a brief announcement by cabin staff just saying thank you for flying with this airline. In the safety briefing they left it up to the video which did not show me where the nearest exit was.,Couple Leisure,Economy Class,JNB to CPT,August 2016,2.0,no,A320,3.0,1.0,3.0,1.0,,
