,Subject,date_published,verified,review_text,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,wifi_&_connectivity,inflight_entertainment
80,egyptair,2018-01-20 00:07:00,True,"My return journey from Tokyo to Athens via Cairo, was much better than the one going out. Check in at Tokyo was very very slow as staff were extremely slow at checking in. Once past security, I used the United Airlines Lounge. Huge lounge, with comfortable seating, nice views, but limited food options (and pathetically small plates to serve yourself). The showers were very decent and well equipped. The main flight from Tokyo to Cairo was not bad at all. Again I had the seat next to me free which is always good. This time we got a basic (for business) amenity kit which is very important as the mask allows you to sleep much better. Seat comfort is ok, though very dated with angle flat seats but not too bad for the right price. Food this time was much better than the trip going out and the flight uneventfull. 6hrs wait in Cairo's terrible business lounge and off to the last leg of my journey. A short two hr flight. Service was ok seat comfort excellent (for a 737), but pretty sure I could smell the staff smoking which is unacceptable.",Boeing 737-800 / 777-300ER,Business,Business Class,Tokyo to Athens via Cairo,July 2018,4.0,3.0,3.0,1.0,4,no,,4.0
81,egyptair,2018-01-20 00:07:00,True,"Thought I would give Egyptair a go on business class this time for a long trip between Athens to Tokyo via Cairo. Check in in Greece was fast and swift at the business class counter. The Skyserv lounge at Athens airport is nothing special but at least its very clean and food decent in contrast to the one in Cairo which is run down and dirty. First leg of the flight on a 1yo 737-800 with very comfortable wide seats ok service and not too bad food for a 2 hr flight. I had a 9hr layover in Cairo so didnt spend much time in the lounge there (thank god!) The second part of the journey was on Egyptair's 777-300 ER. Business class was half full so I had seat next to me free which is good as Egyptair's business class product is very dated without much privacy. Seats are comfortable to sit on though the angle lie flat isnt the best to sleep in, but it did the job ok. The dissapointing part of this journey is that the crew didnt give amenity kit whatsoever, so we had no mask earplugs or anything (which was a shock) they just closed the windows to keep the plane dark which didnt help when the lights came on in the cabin during second food service. Service on the flight was ok, though very basic for business class and the food on this leg really bad (it was much better coming back). All in all a pretty poor business class product throughout, but if the price is logical worth it to have space to sleep during long flights.",Boeing 737-800 / 777-300ER,Business,Business Class,Athens to Tokyo via Cairo,June 2018,3.0,2.0,2.0,3.0,3,no,,4.0
82,egyptair,2018-01-19 00:07:00,True,"Cairo to Copenhagen. Very old Boeing aircraft. Seats still have ashtrays and not all of them are in a good condition. Two entertainment options are provided: radio and overhead TV. Some flight information was wrong as it seems the company did not update the daylight saving times settings. An American movie was broadcast during the flight. Both the legroom and the meal were surprisingly good compared to other European airlines. The flight attendants are not very professional but this was balanced with their kindness. Cairo Airport was really crowded and had long queues on every occasion. The biggest pro with this flight was the generous baggage allowance (2x23kg) and good take off and landing times which are not overnight, very early in the day or very late compared to the other options.",B737-800,Solo Leisure,Economy Class,Cairo to Copenhagen,July 2018,4.0,3.0,4.0,4.0,4,yes,,2.0
83,egyptair,2018-01-06 00:07:00,True,Istanbul to Cairo. Counter Opened 2 hours before kicking off in one of the most crowded airports in the world (Istanbul). Many people were lined up and waiting so when counter opened there was a conflict which cause more latency. Plane had an issue with entertainment program.,,Family Leisure,Economy Class,Istanbul to Cairo,July 2018,3.0,2.0,4.0,2.0,2,no,,
84,egyptair,2018-01-06 00:06:00,True,"Cairo to London. I haven't flown Egyptair in over 10 years and from all the online reviews I wasn't expecting much. However, I was very pleasantly surprised to see how much the airline has improved. A very new aircraft, with excellent legroom in economy class compared to many other European airlines. Inflight entertainment was adequate for a 5 hour flight but not any longer. Food was excellent but it was the cabin crew that made the flight very pleasant; they couldn't do enough.",Boeing 737-800,Solo Leisure,Economy Class,Cairo to London,May 2018,5.0,5.0,4.0,4.0,5,yes,,3.0
85,egyptair,2018-01-26 00:05:00,True,"Cairo to Tunis. A disappointing Egyptair flight. During Ramadan only snacks are served during daytime hours, this is unprofessional and discriminatory for non-Muslim travellers. The crew tried to make it up by offering me 3 sandwiches but it was overall a negative experience.",Boeing 737,Business,Economy Class,Cairo to Tunis,May 2018,1.0,1.0,1.0,1.0,1,no,,
86,egyptair,2018-01-22 00:05:00,True,"Flew Egyptair from Baghdad to Cairo. Plane at least 30 years old, Airbus 320. It still had ashtrays and the display called the Baghdad airport ""Saddam International"", the pre-2003 name. I suppose this plane had been used to fly the route in the 80s. Worst was that during Ramadan they kind of force passengers to fast by offering only sandwiches, the standard hot meal is only offered after fast breaking at sunset. It's ok for Muslim travellers but it shows they don't care about non-Muslim flyers. Luggage allowance was generous as the 23 kg rule per bag was not implemented. I checked in 27 kg but I wont be using them again during Ramadan.",A320,Business,Economy Class,Baghdad to Cairo,May 2018,1.0,1.0,1.0,2.0,2,no,,1.0
87,egyptair,2018-01-12 00:04:00,True,"Istanbul to Johannesburg via Cairo. Used Egyptian for a return trip. We choose the airline as it was cheaper. I guess you get what you pay. All 4 flights I took the cabin crew were not friendly at all and always being difficult. Some of them are so pulled up like it's an effort for them to do their job. Going from South Africa to Cairo I noticed a guy asking one of the airhostess for water, she was so rude and said can you be patient and let me do my job. I assumed something must have happened earlier hence she was being difficult. I experienced the same thing on my return trip it was a late flight and 4 year old wanted water as he has water before he sleeps. I asked one of the airhostess could I have a glass of water for my son. She walked up and down 3 or 4 times with newspapers and handing other people food and then bringing my special food yet again without water.  It took her an hour to bring me a glass if water. This was really annoying especially for a 4 year old child to wait for water. Besides the service most of the seats were broken. My seat was always going back in the upright position on the return flight as well but after the water situation it was of no use complaining to the rude crew. Hopefully I don't have to fly again with them. Outbound flight from South Africa to cairo no entertainment as well. Worst experience I've had on a flight.",,Family Leisure,Economy Class,Istanbul to Johannesburg via Cairo,April 2018,1.0,1.0,1.0,1.0,1,no,,1.0
88,egyptair,2018-01-04 00:04:00,True,"I flew Egyptair on March 3rd, 2018 on the overnight flight from Heathrow to Cairo. The flight took off on time and landed in Cairo slightly ahead of schedule. As it was an over night flight there was not much in flight service, however overall I was impressed by the crew and their willingness to assist when called upon. The aircraft was new and clean.",Boeing 737 NG,Business,Business Class,London Heathrow to Cairo,March 2018,3.0,4.0,3.0,4.0,4,yes,,
89,egyptair,2018-01-23 00:03:00,True,"Cairo to Luxor. This airline impressed me. Sure, I only flew domestic, but you get an insight into their ground operation. It is truly impeccable. Flights on time, smooth procedures, very good amenities at lounge for domestic flight. Terminal 3 at CAI is up to current global standards. FA’s were friendly and spoke good English. Seats comfortable, plane was not the newest but cabin kept in excellent condition. Snacks provided. This airline seems a great option for travel to or within Egypt, and also as a gateway for Asian/African/Middle East from Europe or some American destinations (or the other way round). Consider flying them.",Embraer 170,Solo Leisure,Economy Class,Cairo to Luxor,March 2018,5.0,5.0,5.0,5.0,5,yes,,
90,egyptair,2018-01-10 00:02:00,True,"Johannesburg to Munich via Cairo. I am aware of cheap and affordable flying, which is what Egyptair provides, however I was not aware that service and in-flight service would be cheap too. The flight attendants were unfriendly to me as a woman, which is unacceptable. I am muslim, but not practicing because I choose not to. However, these men choose to greet my partner when it was me who initially spoke to them, thereafter they belittle me and don't want to look me in the eye and assist me for whatever reason or request I had. I understand that everyone has certain beliefs, but don't let that interfere with the service is provided and the business run. Despite the staff being sexist, there were inconsistencies in the aircraft too: one had modern tv screens playing the latest movies, the next hadn't been cleaned in a long while and had rickety sometimes completely broken seats and/or no tv's whereby to remain entertained, the food was the same each time I flew (which was return). I will not be flying Egyptair again nor will I recommend them, not matter how cheap the fare.",,Couple Leisure,Economy Class,Johannesburg to Munich via Cairo,January 2018,1.0,1.0,2.0,1.0,2,no,,1.0
91,egyptair,2018-01-06 00:01:00,True,"My partner and I flew return from London to Johannesburg via Cairo over Christmas and would never use this airline again. It started with a two hour delay, with no information available on why or for how long- nor any apologies- even from the pilot. Security was chaotic at check in. Although vegetarian meals were ordered for one party when purchasing the flights, non were allocated and took two different counter visits at Heathrow to rectify their mistake. One breakfast was a plate of grated carrots? All we wanted was sit down and enjoy a drink to celebrate the long saving up for this holiday only to find out this airline only serves soft drinks as ‘health and safety’? Two tiny cups were given in a four hour flight and no crew seen in between. Chaotic boarding again on return trip with long unnecessary queues. Pointed out the filthy toilets as we boarded but no action was taken. The trip ended with waiting over 2hours for our luggage. Just terrible.",,Couple Leisure,Economy Class,London to Johannesburg via Cairo,January 2018,1.0,1.0,1.0,1.0,1,no,1.0,1.0
92,egyptair,2018-01-02 00:01:00,True,"Madina to London via Cairo. Worst cabin staff, asked three times for the blanket but never provided. Staff seems really don’t want to do their job. Actually the staff need to learn some manners, flight is going to London and hardly any crew can speak English.  Will never do this mistake again.",Boeing 777-300,Couple Leisure,Economy Class,Madina to London via Cairo,December 2017,2.0,1.0,2.0,1.0,2,no,,
93,egyptair,2017-01-07 00:12:00,True,"Jeddah to Athens via Cairo. Old aircraft, no usb charging option, unfriendly ground staff. The airline changed my flight 5 days before boarding with no explanation and demanded that I pay an extra hotel night and lounge use in Cairo due to 5+ hours stopover. I will never do the same mistake again!",,Business,Economy Class,Jeddah to Athens via Cairo,December 2017,2.0,4.0,2.0,1.0,1,no,,2.0
94,egyptair,2017-01-12 00:11:00,True,"London Heathrow to Cairo. What a wallop to the senses. The aircraft was old, had dated seats and washrooms and I am sure it was an old AA aircraft due to the toilets having AA insignia on it. Great leg room (33"") and seat comfort OK. Cabin crew were awful. Lied about connecting flight and being held. When asked for water told none left, but a whole bottle came out when an Egyptian National asked. From take off, food service and drinks and tray collection - 1 hour 16 mins. The crew just wanted to sleep on the seats at the back, and they did. On landing, two passengers got up when landing gear was down and crew did nothing. Over head bins opened on landing again nothing.",Boeing 777 200,Couple Leisure,Economy Class,London Heathrow to Cairo,November 2017,2.0,1.0,1.0,1.0,2,no,,2.0
95,egyptair,2017-01-03 00:11:00,True,"I was flying from Johannesburg to Cairo, however business seats were overbooked, and consequently I was bumped down to an Economy seat, albeit a very comfortable one. Without me prompting for any rectification of this problem, the ground crew manager appeared immediately and was sincerely apologetic. She kept me at the counter until the situation had been noted in writing and by the time I had reached the final leg of my journey (London to Toronto), my Economy seat had been upgraded to Business class and a boarding pass was waiting for me. In addition, other travel perks and refunding of points had been awarded. I received an email confirmation of all this. I understand that mistakes can happen, some situations cannot be changed but despite hearing about recent events where some airlines were not treating their customers with the expected courtesy, I was very appreciative of EgyptAir's immediate response for the way it handled this situation.",,Solo Leisure,Business Class,Johannesburg to London via Cairo,October 2017,4.0,4.0,4.0,5.0,4,yes,,2.0
96,egyptair,2017-01-30 00:10:00,True,"Flew Egyptair from Toronto to Cairo. Pleasantly surprised. After reading all of the bad reviews about this carrier we were worried that it would a brutal 10 plus hour flight from Toronto with no alcohol service to soften the ride (dry airline). I'm happy to say that the level of service was on par with Cathay Pacific (Toronto to Hong Kong). Two full meals with a snack as well, flavourful and large quantities for airplane meals served with real cutlery. They provided blankets, pillows and a wonderful little travel kit that included a toothbrush, eye mask, socks, pen and moisture wipe. The washrooms were kept clean the entire flight and the airfract in general was clean and in very good shape. The 777 we took to Cairo was newer with more leg and seat room than the older model for the return flight. Book in staff as well as flight crew were all pleasant and fluent in English. The English movies are somewhat limited but you'll be able to find a few newer ones to fill the time (at the time of this review I was able to watch 'Birth of a Nation'). We would happily fly Egyptair in the future.",Boeing 777-300,Couple Leisure,Economy Class,Toronto to Cairo,October 2017,4.0,4.0,4.0,5.0,4,yes,,3.0
97,egyptair,2017-01-29 00:09:00,True,"Egyptair is the worst airline I have ever flown. I flew Business class from Johannesburg to Cairo. Firstly, the aircraft was very old and nothing was working. I tried to charge my phone, the socket wasn't working, the gentleman behind me also had the same problem. The TV must have been installed 100 years ago as it was the most difficult thing to navigate. You have to remind the air hostess several times just to get a glass of water (even in economy class with other airlines, they attend to you promptly). The food served was terrible. Luckily, it was an overnight flight, so I and most of the other passengers slept most of the flight. Upon arriving into Cairo, another problem started. I requested a wheelchair because I couldn't walk long distances. When I got to the counter, the very unprofessional staff told me to sit behind the counter with them because it was their ""change of shift"". I sat there for one hour, the guy told me I shouldn't be bothered because my next departure wasn't for another 2 hours. I was livid! I told him I needed to go to the lounge to relax before my flight and didn't want to sit there. When I got tired, I had to make the long walk to the lounge by myself. Worst airline experience, will not be flying this airline again.",,Business,Business Class,Johannesburg to Cairo,September 2017,3.0,2.0,1.0,1.0,1,no,,1.0
98,egyptair,2017-01-18 00:09:00,True,"Cairo to Beirut. This is my third boarding with Egyptair, Each time I told to myself that the bad traveling condition is just one time thing because I did not thought that an airline would be that much disaster. Rude staff, I don't know why they give a cheese sandwish which is not even edible, two flights were delayed and they gave us juice to confort us! It is the worst flight experience will never book with it again.",,Couple Leisure,Economy Class,Cairo to Beirut,September 2017,1.0,1.0,1.0,1.0,1,no,,1.0
99,egyptair,2017-01-14 00:08:00,True,"I travelled Business class from Cairo to Nairobi with Egyptair and was disappointed with a lot about the airline. The lounge - drink and food selection was mediocre, the seat pitch terrible, old seats on new aircraft, and below average meals with a very poor drinks selection. Ground service and cabin service was great.",Boeing 737-800,Business,Business Class,Cairo to Nairobi,August 2017,1.0,3.0,1.0,4.0,2,no,1.0,1.0
0,egyptair,2017-01-29 00:07:00,True,"Athens to Cairo. I am tall and the leg room was more then I have received on other airlines. The food was the best I have had on an airline, staff were great and plane was clean. We were also given free newspapers.",,Solo Leisure,Economy Class,Athens to Cairo,July 2017,5.0,5.0,5.0,5.0,5,yes,,
1,egyptair,2017-01-16 00:07:00,True,Abu Dhabi to Toronto via Cairo with my family of 5 including twin babies and it was the worst flying experience ever. Upon booking I called to request bassinets for the babies but was told to do so at the check-in counter. Upon arrival there I was informed it's a full flight and sorry but there's nothing they could do. So first leg we held our babies for 3+ hours. For leg 2 after much begging we were given 1 bassinet and for the 12 hour flight it was extremely difficult for us. I will go above and beyond to ensure my friends and family and their friends know never to fly with Egyptair.,,Family Leisure,Economy Class,Abu Dhabi to Toronto via Cairo,July 2017,1.0,1.0,2.0,1.0,1,no,1.0,2.0
2,egyptair,2017-01-29 00:05:00,True,We traveled from Oslo to Sharm El Sheikh and return after one week. Both ways the plane was old and dirty and the flight delayed. The toilet was closed and the seat was extremely dirty. I will never fly this airline again and I do not recommend it.,,Couple Leisure,Premium Economy,Sharm El Sheik to Oslo,May 2017,1.0,2.0,,1.0,1,no,,
3,egyptair,2017-01-06 00:05:00,True,"I flew Egyptair from Cairo to Toronto recently. Some of my observations: The flight was slightly delayed, less than 15 min. Staff are generally pleasant and responsive. Most of business class seat controls were not working properly. Entertainment system is poorly designed. It looks like the interface was designed by a middle school student. No categories and no titles. If you are at the movies category, it refers to movie 1, movie 2. You only find out after you start the movie. The plane looks old and has not been updated. Food quality is average. When my wife requested a Diet coke, was told that they are having a problem with the supplier and they did not have any!",A330,Family Leisure,Business Class,Cairo to Toronto,May 2017,2.0,4.0,2.0,3.0,3,no,,1.0
4,egyptair,2017-01-04 00:05:00,True,"Cairo to Jeddah. I have used Egyptair many times and the last experience was the worst ever. I have faced very strange problems when I tried to cancel my booking and rebook again, the call center agent told me that you did this registration through our website and they are different department so you have to send them an email to request ticket cancellation, I asked him if he can give me how much I will be refunded to decided if the cancellation is worthwhile or not, but the answer was I can't help on that. Turned out to be a company that works with 90s or even 80s style. When I rebooked again, the airplane is very dated. The entertainment service onboard is useless, the seat is dirty and the seat tray table was broken. The flight attendants were very helpful and supportive, and that was the only good thing about this flight.",A330,Family Leisure,Economy Class,Cairo to Jeddah,March 2017,1.0,5.0,1.0,1.0,3,no,,1.0
5,egyptair,2017-01-01 00:05:00,True,"Frankfurt to Cairo. Everything went pretty well. The plane took off and landed on time. Cabin crew were so attentive, well behaved and very nice. The flight was comfortable and not crowded that I could use 3 seats all by myself. The cabin was also clean and comfortable. Overall an excellent flight.",,Solo Leisure,Economy Class,Frankfurt to Cairo,January 2017,5.0,5.0,4.0,5.0,4,yes,,4.0
6,egyptair,2017-01-17 00:04:00,True,"Flew Egyptair from Toronto to Cairo. Crew were very helpful. Appeared to be making an extra effort to help. Flight experience was modest, I would say at best. Leaving from Toronto, helpful staff at check-in. Egyptair uses Air Canada lounge, which is average in service, overall comfortable. The plane to Cairo was quite dated, seat missing some parts, doesn't fully recline, and with a very very dirty screen. The plane back was better. For entertainment, Egypt Air has good new movies, but the system is not set properly to tell you which movie is on what channel. It just displays icons ""movie 1, movie 2, movie 3"". They provided a menu on the way to Cairo, but not on the way back. Food was reasonable on the way to Cairo, but unfortunately of very poor quality on the way back. The best part was the staff helpfulness, the worst part was Cairo Airport Lounger. Very filthy washrooms, leaky roof into the lounger, slippery floor from the leaky roof, and no one to clean, very limited simple selection of pastries and juice.",,Solo Leisure,Business Class,Toronto to Cairo,April 2017,1.0,4.0,1.0,4.0,2,no,,3.0
7,egyptair,2017-01-01 00:03:00,True,"Istanbul to Dar es Salaam via Cairo with Egyptair. Flights on time or with minimal delay, our baggage was delivered, food was fresh and tasty, staff welcoming. Plane was small, but comfortable and nice. PTV screens available - just need to have your own headphones, because the ones offered by staff were useless.",,Couple Leisure,Economy Class,Istanbul to Dar es Salaam via Cairo,February 2017,5.0,5.0,5.0,5.0,5,yes,,5.0
8,egyptair,2017-01-07 00:02:00,True,"Toronto to Cairo. Horrible experience. Apparently they switch from a Boing 777 to the A330 during low season, and the plane is abysmal. They must have purchased it in the 90s and never bothered refurbishing it. The business class seat was not a lie flat, it barely reclined, and to make things worse the foot rest did not work. The food was less than mediocre, and onboard entertainment system (antiquated with a tiny screen) did not work, no Audio. Worst of all there was something wrong with the air conditioning, the cabin was freezing the whole flight. One of the worst flight experiences ever, will not fly with them again and I'm a Gold member.",A330-200,Business,Business Class,Toronto to Cairo,February 2017,1.0,2.0,1.0,2.0,1,no,,1.0
9,egyptair,2016-01-23 00:12:00,True,"Cairo to Nairobi. I booked this flight for its timing and date and had heard it was good. Much to my dismay, it was a very negative experience overall. My son said it all. This is the worst business class he has ever flown.  The check in was painful and long, the luggage screening person would not hand me my passports back suggesting a ""Tip"" but finally did return them. They could not find my e ticket, the lounge was okay but the food was cold. Security took 45 mins,and there was no business fast track or boarding. The onboard service was mediocre as this was a night flight. The crew was only interested in eating and chatting with the security personnel. Being on an old Boeing 737 was not a restful sleep as the seats don't recline much and the constant chatter of staff.",Boeing 737,Business,Business Class,CAI to NBO,December 2016,1.0,1.0,1.0,1.0,3,no,,2.0
10,egyptair,2016-01-12 00:12:00,True,"Flew Cairo to Bangkok. No complaints, whilst this is not Emirates/Etihad standard the bonus is that it is a direct flight saving many hours. I was pleasantly surprised by the seat comfort in business class, it was certainly flat enough and comfortable enough to get a very good sleep on this overnight flight. Service too was very attentive and pleasant personalities. The big bonus is the cost of a business class ticket - considerably cheaper than the 'others'. I was also fortunate in having an on time departure with a smooth on time arrival. Good job Egyptair despite your knockers, you have a big tick from me - I'll definitely be back.",A330-300,Business,Business Class,CAI to BKK,December 2016,4.0,4.0,3.0,3.0,5,yes,4.0,3.0
11,egyptair,2016-01-18 00:11:00,,"Cairo to Aswan with Egyptair. The original flight 7am from Cairo to Aswan was cancelled, and I was offered the 8am flight, upgraded from Economy to Business class. I guess they compact the 2 flights together to maximise load factor. When I queued for the business class counter, the staff politely told me that the queue was for business, and I handed the print out from the ticket office before being processed for check in. Same thing happen when I was walking to my seat, the staff politely reminded me the seats are meant for business class passengers and asked to see my boarding pass. I have taken business class on other airlines before, and they don't judge based on your dressing so I don't know why the staff in this airline has a particular way of assessing whether someone deserves to be in business class. They certainly didn't do the same thing to another fellow who was upgraded. Food served on this short haul domestic sector was good, crew was ok. They have separate aircond shuttle bus for VIPs in Aswan airport, so even business class passengers can only take the non-aircond shuttle bus in the Aswan airport. Flight was punctual and very comfortable.",,Solo Leisure,Business Class,CAI to ASW,November 2016,5.0,5.0,5.0,4.0,5,yes,,
12,egyptair,2016-01-30 00:10:00,True,"My first flight with Egyptair, from Athens to Cairo. Positive experience in economy. They served a meal that I normally see in long-haul flights on this 105 minute flight. Flight was only around half-full. Service good from check-in in Athens to arrival in Cairo.",Boeing 737,Solo Leisure,Economy Class,ATH to CAI,October 2016,4.0,4.0,5.0,4.0,4,yes,,3.0
13,egyptair,2016-01-28 00:10:00,True,"Milan to Asmara via Cairo. Relaxed flight with Egyptair. Both flights were not fully booked, so plenty of space available. B737 was quite old, while A321 looked very new. Very friendly cabin staff, plenty of food, just no alcoholic beverages. One of the few carriers where you still can bring 2x23 kg even in Economy class.",Boeing 738 / A321,Family Leisure,Economy Class,MXP to ASM via CAI,October 2016,3.0,4.0,4.0,3.0,4,yes,,1.0
14,egyptair,2016-01-13 00:10:00,True,"We flew Johannesburg to Istanbul via Cairo. The Johannesburg to Cairo leg was operated by Egyptair's A330-300, Cairo to Istanbul by Turkish Airlines's A320, Istanbul back to Cairo by Egyptair's Embraer 170 and lastly Cairo to Johannesburg by Egyptair's A330-300. I've flown Egyptair many times and hated it every single time, however, the same can simply not be said for this journey. The first thing I realized when I entered the aircraft at JNB was the upgraded cabin. Each seat had finally (after all these years) been fitted with their own personal video screens. A very welcome upgrade from the then days of Egyptair's infamous drop down TVs. The selection of movies etc was pretty average but better than nothing at all so I'm not complaining. Egyptair's staff (most of them) seem to be from the stone ages and goodness knows they ain't going to win any beauty pageants but are so much more courteous than the 'pretty face but cold attitude type' flight attendants of many airlines. I personally feel that because English isn't their first language, some of their responses may seem rude, but yes, there is no denying that they have improved tremendously. Seats were comfortable enough for Economy class and had sufficient legroom. The food was also was not too bad and actually edible. They even served us with metal knives and forks. Cabin cleanliness was good and lavatories were like any other airline I've flown. The best part, however, was Egyptair's flight crew. Smooth take-offs and landings to the point that they were actually quite boring. Cairo Airport remains a dump as far as I'm concerned and leaves a lot to be desired, though I hardly think that's Egyptair's fault at all. All in all, Egyptair is not perfect, but is really not a bad airline to fly with. So thank you Egyptair for a wonderful journey. I would definitely fly with you again.","A330-300, A320, Embraer 170",Family Leisure,Economy Class,JNB to IST via CAI,October 2016,4.0,4.0,4.0,4.0,4,yes,3.0,3.0
15,egyptair,2016-01-07 00:07:00,,"Cairo to Luxor with Egyptair. Fairly average airline and experience, no real complaints. Seats weren't too bad, food was ok, flights were on time and staff were friendly. We had to take a bus onto the tarmac to get to the plane which was also prompt and fast. Overall I would say I'd book again with this airline.",,Solo Leisure,Economy Class,CAI to LXR,August 2015,3.0,3.0,3.0,4.0,4,yes,3.0,3.0
16,egyptair,2016-01-02 00:07:00,True,"London to Sharm El Sheik via Cairo with Egyptair. It seems completely ok continue using your phone during take off, play the safety video while you are taking off (which I couldn't hear due to noise of engines), have your seat reclined etc. They even let passengers get up and go to the toilet when the plane is queuing for the runway. I joined the plane as a business class passenger, sat in my seat and was asked to check my ticket - not sure why, nobody else was asked to prove they were in the right seat. We then sat for nearly an hour (including 30 minutes delay) where no refreshments were offered. When they were finally offered, by the time they got to me, there was just an orange juice and it was as if I was expected to take this drink when the other guests were offered choice The plane was ancient for a 5 hour flight and the seats even had ash trays as well as broken seats and TV screens. Really average flight, zero customer service and not something I'd repeat. I've had better economy experiences",,Solo Leisure,Business Class,LHR to SSH via CAI,June 2016,2.0,1.0,3.0,1.0,2,no,1.0,3.0
17,egyptair,2016-01-14 00:04:00,True,"Munich to Cairo with Egyptair in April 2016 This was my second trip with a band to play in Egypt. Each of the 6 of us had 2 pieces of luggage of 23kg allowance, and on neither leg of the trip was there the slightest problem with our instruments being checked in or taken as hand luggage. Plus, the seats on the plane were spacious and comfortable, the food was ok, staff friendly, both flights departed and landed on time, and there were none of the problems we'd had with other airlines before. I had tried in advance to get info about musical instrument transport from Egyptair through their different German hotlines and had failed, so I feared the worst, but at the end we were pleasantly surprised how stress-free it all worked out. Based on this one experience, I can recommend Egyptair, but especially to musicians and other people with other luggage than standard suitcases.",,Business,Economy Class,MUC to CAI,April 2016,4.0,4.0,3.0,4.0,4,yes,,3.0
18,egyptair,2016-01-10 00:04:00,True,"Medina to London via Cairo. I had low expectations from this airline but have to say Egyptair was above average. The Check-in staff were friendly and helpful the flights left on time, the crew would come as soon as you call them and were very friendly and helpful throughout the flight. We arrived early and the planes were not as bad as I thought. The flight from Cairo to London was smooth and one of the best landings I have ever experienced. I would fly with Egypt air again as they were helpful and child friendly as we had a 7-month-old baby and always gave us Bassinet seats. In comparison to Emirates, who I have flown with for many years, Egyptair were more child friendly.",A330-300 / Boeing 777-300ER,Family Leisure,Economy Class,MED to LHR via CAI,April 2016,4.0,4.0,3.0,4.0,4,yes,,2.0
19,egyptair,2016-01-29 00:03:00,True,"Kuwait to Cairo return with Egyptair. Check in Kuwait airport was excellent and I have got my seat I chose online, boarding was on time. A warm welcome from cabin crew staff, aircraft 10 years old and the cabin looks very clean, takeoff was on time. Cabin crew bring newspaper and  earphones, then it was time for meal. Cabin crew polite and helpful, landing was on time and we received our bags quickly. Return back to Kuwait check in was excellent and boarding was on time. Again  a 10 years old A330-200, the cabin looks clean. No choices for breakfast but it was excellent except the bread served with the breakfast.",A330-200,Solo Leisure,Economy Class,KWI to CAI,March 2016,5.0,5.0,4.0,5.0,5,yes,,5.0
20,egyptair,2016-01-06 00:03:00,,"Larnaca to Cairo with Egyptair. Small Embraer 170 plane was probably half full. Good legroom in economy but seat width a bit tight - minimal elbow room for two people especially if you wanted to read or work. Cabin crew were efficient getting the food and drink around but unhelpful with passenger enquiries - e.g. which type of immigration card was required. Limited soft drinks selection. Food was largely worst kind of airline food outside budget airlines - rubbery chicken, some sort of salami concoction, plastic cheese and tasteless breads. In-flight information from cabin and crew almost non-existent. Prompt departure from LCA and arrived on time. But plane stood on tarmac at Cairo for 15 mins until the door was opened as the bus to transport us to the terminal had not arrived - maybe more the fault of the airport authorities than the airline, but no explanation given by the crew which just frustrated people.",EMB170,Business,Economy Class,LCA to CAI,March 2016,3.0,2.0,1.0,1.0,3,no,,
21,egyptair,2016-01-01 00:03:00,,"A reasonable experience with Egyptair flying from London Heathrow to LXR. A rather tired-looking aircraft with drop-down overhead screens. Cabin staff pleasant and helpful but the choice (beef or beef) and quality of the meals was distinctly three star. A short, uninformative announcement from the flight deck on the outward leg but no announcements at all on the return leg.",Boeing 737-800,Couple Leisure,Economy Class,LHR to LXR,March 2016,3.0,4.0,2.0,3.0,3,yes,,2.0
22,egyptair,2016-01-28 00:02:00,,"Egyptair has always been the main airline that I rely on for travel and my last trip in January from Istanbul to Cairo was smooth and flawless. We departed on time and arrived 30 minutes early. The cabin crew were warm and friendly, few inflight entertainment options on the system but the flight was short (approximately 1 hour 30 minutes). The ground service was smooth and we claimed our baggage quickly upon arrival.",Boeing 737-800,Family Leisure,Economy Class,IST to CAI,January 2016,4.0,4.0,3.0,5.0,4,yes,4.0,2.0
23,egyptair,2016-01-20 00:02:00,,"Mainly booked this Egyptair trip because we got a great price on a flight/hotel package in Sharm el Sheikh. That said, lets say that a great price is a great price for a reason - and usually not a good reason. Before even getting on the plane my customer service nightmare had begun. Our original flight was IAD to LHR (10hr Layover) and then to CAI and SSH. Well about two weeks before we leave, Egyptair cancels our layover in LHR, thus getting us into SSH a day early. That sounds great, but now I have to pay for an extra night of hotel. When I told Egyptair the issue caused by the change, they refused to let us cancel, reimburse any of the extra hotel night. In the end, I just sucked it up and paid. As for the flight itself, the leg from LHR-CAI was a pleasant surprise. We were on a well maintained A330 with decent entertainment and food. No complaints there. On our flight from CAI-SSH, the plane was an old B737. Bottomline - the flights were ok, but the customer and ground service was so bad that I cannot recommend this airline.",A330 / Boeing 737,Couple Leisure,Economy Class,LHR to SSH via CAI,May 2015,4.0,3.0,4.0,1.0,3,no,,4.0
